,Title,Detail,new
992,대구 이월드 벚꽃 축제 기간.,"토요일로 1박 2일 야간까지 구경하고 올까 하는데,
 사람이 바글바글한가요? 이월드 근방으로 괜찮은 숙소 있나요?
 28개월 아기랑 차타고 3시간을 달려 가야합니다 ㅎㅎ 조언 부탁드려요.













★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864","대구 이월드 벚꽃 축제 기간. 토요일로 1박 2일 야간까지 구경하고 올까 하는데,
 사람이 바글바글한가요? 이월드 근방으로 괜찮은 숙소 있나요?
 28개월 아기랑 차타고 3시간을 달려 가야합니다 ㅎㅎ 조언 부탁드려요.













★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864"
993,광양매화축제..,"광양 매화축제 한번 가보고싶은데.. 사람많을까요?
많이 복잡할까요?내일가볼까 하는데 거기상황을 잘몰라서요~~혹시 가보신 분들 알려주세요^^","광양매화축제.. 광양 매화축제 한번 가보고싶은데.. 사람많을까요?
많이 복잡할까요?내일가볼까 하는데 거기상황을 잘몰라서요~~혹시 가보신 분들 알려주세요^^"
994,원미산 진달래 축제요~~,"3월 20일 까지 노래자랑 ... 참가 신청 받는데요~~
상품도 빵빵~~


「제19회 원미산진달래축제」노래자랑, 대합창 참가 안내
진달래꽃이 만발한 원미산의 아름다운 자연경관을 배경으로 『제19회 원미산진달래 축제』를 아래와 같이 개최합니다.
축제 프로그램인 시민노래자랑 및 2019 봄맞이 대합창을 안내하오니 많은 관심과 참여를 바랍니다.
    ▣ 시민노래자랑 참가자 접수
- 접수기간 : 2019. 3. 11.(월)~3. 20.(수) (전화 및 방문접수)
- 참가신청 : 춘의동주민센터 (전화) 032-625-5382~4
- 참가대상 : 전 국민(지역제한 없음)
(단, 전문가수 ‧ 전년도 진달래축제 수상자 제외하며 확인 시 수상이 취소 될 수 있음)
- 신청내용 : 성명, 연락처, 곡명(2곡 선정)
- 예 심 : 2019. 3. 23(토) 14:00 예정 (신청자 많으면 오전부터 실시)
- 본 선 : 2019. 4. 7.(일) 15:30 예정 (원미산 진달래동산 야외무대)
※ 대상 1명 : 50만원(상품권), 금 상 1명 : 30만원(상품권), 은 상 1명 : 20만원(상품권)
동상 1명 : 15만원(상품권), 인기상 1명 : 10만원 상당물품, 참가상 5명 : 3만원 상당 물품
▣ 2019 봄맞이 대합창 신청자 접수
단체명
인원
대표자
연락처
비고
- 접수기간 : 2019 3. 29(금) 18:00까지
- 참여사항 : 4. 6(토) 10:30(예정)
※ 부천시립합창단, 시민과 함께 봄맞이 노래 대합창
- 참가혜택 : 자원봉사 시간 인정
제19회 원미산 진달래 축제 개요
❍ 일 시 : 2019. 4. 6(토) ~ 4. 7(일)
❍ 장 소 : 원미산 진달래동산(춘의동 산 21-1)
❍ 주 관 : 원미산진달래축제추진위원회
❍ 주요행사 : 2019 봄맞이 대합창, 축하공연, 시민노래자랑, 체험행사 등
※ 문의 및 접수처 : 춘의동주민센터 ☎032-625-5382~4











★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864","원미산 진달래 축제요~~ 3월 20일 까지 노래자랑 ... 참가 신청 받는데요~~
상품도 빵빵~~


「제19회 원미산진달래축제」노래자랑, 대합창 참가 안내
진달래꽃이 만발한 원미산의 아름다운 자연경관을 배경으로 『제19회 원미산진달래 축제』를 아래와 같이 개최합니다.
축제 프로그램인 시민노래자랑 및 2019 봄맞이 대합창을 안내하오니 많은 관심과 참여를 바랍니다.
    ▣ 시민노래자랑 참가자 접수
- 접수기간 : 2019. 3. 11.(월)~3. 20.(수) (전화 및 방문접수)
- 참가신청 : 춘의동주민센터 (전화) 032-625-5382~4
- 참가대상 : 전 국민(지역제한 없음)
(단, 전문가수 ‧ 전년도 진달래축제 수상자 제외하며 확인 시 수상이 취소 될 수 있음)
- 신청내용 : 성명, 연락처, 곡명(2곡 선정)
- 예 심 : 2019. 3. 23(토) 14:00 예정 (신청자 많으면 오전부터 실시)
- 본 선 : 2019. 4. 7.(일) 15:30 예정 (원미산 진달래동산 야외무대)
※ 대상 1명 : 50만원(상품권), 금 상 1명 : 30만원(상품권), 은 상 1명 : 20만원(상품권)
동상 1명 : 15만원(상품권), 인기상 1명 : 10만원 상당물품, 참가상 5명 : 3만원 상당 물품
▣ 2019 봄맞이 대합창 신청자 접수
단체명
인원
대표자
연락처
비고
- 접수기간 : 2019 3. 29(금) 18:00까지
- 참여사항 : 4. 6(토) 10:30(예정)
※ 부천시립합창단, 시민과 함께 봄맞이 노래 대합창
- 참가혜택 : 자원봉사 시간 인정
제19회 원미산 진달래 축제 개요
❍ 일 시 : 2019. 4. 6(토) ~ 4. 7(일)
❍ 장 소 : 원미산 진달래동산(춘의동 산 21-1)
❍ 주 관 : 원미산진달래축제추진위원회
❍ 주요행사 : 2019 봄맞이 대합창, 축하공연, 시민노래자랑, 체험행사 등
※ 문의 및 접수처 : 춘의동주민센터 ☎032-625-5382~4











★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864"
995,광양매화꽃축제,"꽃구경 간중에 젤 기억에 남는게 광양매화축제여서 오늘 다녀왔어요
평일인데도 사람이 많더라고요
복잡하긴했지만 간만에 안구 정화하고뫘네요","광양매화꽃축제 꽃구경 간중에 젤 기억에 남는게 광양매화축제여서 오늘 다녀왔어요
평일인데도 사람이 많더라고요
복잡하긴했지만 간만에 안구 정화하고뫘네요"
996,[정보] 아이와 함께 가기 좋은 3월 축제 정보,"아이와 함께 가기 좋은
3월 축제 정보


봄봄봄봄~
봄이왔어요 ♪

미세먼지 때문에
한숨이 나오지만
곧 걷히고 나면
봄나들이 갈 준비해야겠죠?


그동안 추워서 나가지 못하고,
미세먼지 걱정에 나가지 못했다면
3월 봄꽃축제 일정을 보고
날씨 좋은날 떠나보아요!! :-)

아이와 함께 가기 좋은
3월 봄꽃축제!!

지금 확인해볼까요?




△ 이미지 출처 - 한국관광공사 공식 홈페이지


┃광양 매화축제
* 축제일정: 2019.3.8(금)~3.17(일)
* 전화번호: 061-797-1987,3333
* 주소: 전라남도 광양시 다압면 지막1길 55

올해로 21회를 맞이하는 광양 매화축제!
추운 겨울을 견디고 가장 먼저 피어 섬진강변을 곱게 수놓는 매화를 보고 싶다면 광양으로 출발해보는 것은 어떨까요?

광양 매화축제는 매화꽃길 힐링 걷기 대회, 시립국악단 공연 등 다양한 볼거리가 준비되어 있다고 해요! 꽃을 보는것 뿐만 아니라 광양의 멋과 맛까지 느껴볼 수 있어요.

△ 이미지 출처 - 한국관광공사 공식 홈페이지

┃구례산 산수유꽃축제
* 축제일정: 2019.3.16(토)~3.24(일)
* 전화번호: 061-780-2726~7
* 주소: 전라남도 구례군 산동면 상관1길 45

매년 3월 봄에 열리는 구례산 산수유꽃축제! 지리산 자락에서 고운 산수유꽃을 보며 봄을 몸소 느껴볼 수 있어요~

아이들과 함께 구례산 산수유꽃축제에서 예쁜 꽃구경도 하고, 꽃으로만든 차와 음식 등을 함께 즐겨보는 것은 어떨까요?

구례산 산수유꽃축제 기간에 다양한 공연, 체험행사, 불꽃놀이 등이 펼쳐진다고 해요 :-)

△ 이미지 출처 - 한국관광공사 공식 홈페이지

┃영취산 진달래축제
* 축제일정: 2019.3.30(토)~4.1(월)
* 전화번호: 061-637-3104
* 주소: 전라남도 여수시 월내동 547

영취산은 3월말~4월초에 온 산이 진달래로 예쁘게 물드는 곳으로 유명해요 :-)

매년 이맘때 영취산 진달래 축제가 열리는데요, 축제 기간 중에 영취산 진달래 음악회, 진달래예술단 산상이벤트 등 다채로운 행사가 진행됩니다.

아이들과 함께 예쁜 분홍 진달래 구경도 하고 인생샷도 찍으며 추억을 남겨 보는 것은 어떨까요?

전남 여수 삼일동~상암동에 걸쳐져있는 영취산에서 진달래도 보고 가족들과 함께 여수 여행을 해보는 것도 좋겠죠? ^^

매화, 산수유, 진달래!!
이렇게 예쁜 꽃들을 시작으로
전국 방방곡곡
꽃축제가 열리겠죠? :-)

그 전에 미세먼지가
어서 걷혔으면 좋겠네요..!!

봄나들이를 바랐던 분들이라면
오늘의 3월 축제 정보를 바탕으로
가족들과 함께 봄나들이 일정을
계획해보시길 바랄게요 ♥




기획/제작 : 맘스클럽
참고자료 : 한국관광공사
*무단전재 및 재배포 금지","[정보] 아이와 함께 가기 좋은 3월 축제 정보 아이와 함께 가기 좋은
3월 축제 정보


봄봄봄봄~
봄이왔어요 ♪

미세먼지 때문에
한숨이 나오지만
곧 걷히고 나면
봄나들이 갈 준비해야겠죠?


그동안 추워서 나가지 못하고,
미세먼지 걱정에 나가지 못했다면
3월 봄꽃축제 일정을 보고
날씨 좋은날 떠나보아요!! :-)

아이와 함께 가기 좋은
3월 봄꽃축제!!

지금 확인해볼까요?




△ 이미지 출처 - 한국관광공사 공식 홈페이지


┃광양 매화축제
* 축제일정: 2019.3.8(금)~3.17(일)
* 전화번호: 061-797-1987,3333
* 주소: 전라남도 광양시 다압면 지막1길 55

올해로 21회를 맞이하는 광양 매화축제!
추운 겨울을 견디고 가장 먼저 피어 섬진강변을 곱게 수놓는 매화를 보고 싶다면 광양으로 출발해보는 것은 어떨까요?

광양 매화축제는 매화꽃길 힐링 걷기 대회, 시립국악단 공연 등 다양한 볼거리가 준비되어 있다고 해요! 꽃을 보는것 뿐만 아니라 광양의 멋과 맛까지 느껴볼 수 있어요.

△ 이미지 출처 - 한국관광공사 공식 홈페이지

┃구례산 산수유꽃축제
* 축제일정: 2019.3.16(토)~3.24(일)
* 전화번호: 061-780-2726~7
* 주소: 전라남도 구례군 산동면 상관1길 45

매년 3월 봄에 열리는 구례산 산수유꽃축제! 지리산 자락에서 고운 산수유꽃을 보며 봄을 몸소 느껴볼 수 있어요~

아이들과 함께 구례산 산수유꽃축제에서 예쁜 꽃구경도 하고, 꽃으로만든 차와 음식 등을 함께 즐겨보는 것은 어떨까요?

구례산 산수유꽃축제 기간에 다양한 공연, 체험행사, 불꽃놀이 등이 펼쳐진다고 해요 :-)

△ 이미지 출처 - 한국관광공사 공식 홈페이지

┃영취산 진달래축제
* 축제일정: 2019.3.30(토)~4.1(월)
* 전화번호: 061-637-3104
* 주소: 전라남도 여수시 월내동 547

영취산은 3월말~4월초에 온 산이 진달래로 예쁘게 물드는 곳으로 유명해요 :-)

매년 이맘때 영취산 진달래 축제가 열리는데요, 축제 기간 중에 영취산 진달래 음악회, 진달래예술단 산상이벤트 등 다채로운 행사가 진행됩니다.

아이들과 함께 예쁜 분홍 진달래 구경도 하고 인생샷도 찍으며 추억을 남겨 보는 것은 어떨까요?

전남 여수 삼일동~상암동에 걸쳐져있는 영취산에서 진달래도 보고 가족들과 함께 여수 여행을 해보는 것도 좋겠죠? ^^

매화, 산수유, 진달래!!
이렇게 예쁜 꽃들을 시작으로
전국 방방곡곡
꽃축제가 열리겠죠? :-)

그 전에 미세먼지가
어서 걷혔으면 좋겠네요..!!

봄나들이를 바랐던 분들이라면
오늘의 3월 축제 정보를 바탕으로
가족들과 함께 봄나들이 일정을
계획해보시길 바랄게요 ♥




기획/제작 : 맘스클럽
참고자료 : 한국관광공사
*무단전재 및 재배포 금지"
997,[얼리버드할인] 대구 이월드 벚꽃축제,"어느덧 벚꽃계절인가요~
대구 이월드 벚꽃축제 지금 구매하면 저렴해요!!

내일까지 티켓 살 수 있고 못가면 100% 환불되니 일단 사두는것도 괜찮을듯해요~ 보통 소셜은 티켓 사도 포인트로 환불해주는데 여긴 결재취소되어서 좋더라구요

초특가 야놀* 에요~
https://m.yanolja.com/leisure/42895","[얼리버드할인] 대구 이월드 벚꽃축제 어느덧 벚꽃계절인가요~
대구 이월드 벚꽃축제 지금 구매하면 저렴해요!!

내일까지 티켓 살 수 있고 못가면 100% 환불되니 일단 사두는것도 괜찮을듯해요~ 보통 소셜은 티켓 사도 포인트로 환불해주는데 여긴 결재취소되어서 좋더라구요

초특가 야놀* 에요~
https://m.yanolja.com/leisure/42895"
998,광양 매화축제 ~,"내일 아이들 데리고 마스크 씌워 꽃구경갈까 하는데 ~
매화꽃 많이 폈나요?!
매화축제기간맞죠?","광양 매화축제 ~ 내일 아이들 데리고 마스크 씌워 꽃구경갈까 하는데 ~
매화꽃 많이 폈나요?!
매화축제기간맞죠?"
999,이월드 벚꽃축제 주편 맛집 추천,25-26일 갈 예정인데요. 주편 근처에서 숙소 맛집 추천해주세요. 천안에서 출발합니다. ㅠ,이월드 벚꽃축제 주편 맛집 추천 25-26일 갈 예정인데요. 주편 근처에서 숙소 맛집 추천해주세요. 천안에서 출발합니다. ㅠ
1000,전국 봄꽃축제 일정이래요~,"빨리 화창하고 미세먼지 없는날 와서
봄나들이 맘껏 가고싶네요ㅠㅠ","전국 봄꽃축제 일정이래요~ 빨리 화창하고 미세먼지 없는날 와서
봄나들이 맘껏 가고싶네요ㅠㅠ"
1001,대게축제 다녀왔어요,"아우 너무 좋았어요
시식도 많았는데..
구입하려니 비쌌음
아웅


 














★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864","대게축제 다녀왔어요 아우 너무 좋았어요
시식도 많았는데..
구입하려니 비쌌음
아웅


 














★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864"
1002,대게 축제 다녀왔어용,"대게 축제 다녀왔어용
어묵에도 ㅎㅎㅎ














★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864","대게 축제 다녀왔어용 대게 축제 다녀왔어용
어묵에도 ㅎㅎㅎ














★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864"
1003,벚꽃축제 어디가 젤 이쁠까요 !,"아들 둘 데리고 벚꽃축제 갈 일정 미리 짜두려고하는데..
애들 데리고 갈만한 이쁜 벚꽃축제 추천좀해주세요 ~
축제 진행중인 지역이 너무 많아서 고르질 못하겠어요 ㅠㅠ












★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864","벚꽃축제 어디가 젤 이쁠까요 ! 아들 둘 데리고 벚꽃축제 갈 일정 미리 짜두려고하는데..
애들 데리고 갈만한 이쁜 벚꽃축제 추천좀해주세요 ~
축제 진행중인 지역이 너무 많아서 고르질 못하겠어요 ㅠㅠ












★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864"
1004,울진 대게 축제현장,"울진 대게축제현장 ㅎㅎㅎ
쒼나요 쒼나










★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864","울진 대게 축제현장 울진 대게축제현장 ㅎㅎㅎ
쒼나요 쒼나










★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864"
1005,빕스딸기축제♡,"빕스 딸기축제하네요♡
빕스 딸기 홀릭 스타트~♡","빕스딸기축제♡ 빕스 딸기축제하네요♡
빕스 딸기 홀릭 스타트~♡"
1006,칠갑산 얼음분수 축제가보신분~~??,"지인이 티켓을줘서 가볼까하는데..
요번주가 끝이라..

13살
8살
3살
아들들델고갈껀데
혹시 즐겁게
즐길수있는 팁있으실까요?

막내가어려서 유모차는가져갈까생각중이에요..
썰매탈껀데 눈이마니녹았을까요?
후기보니 좀녹았다는말이있어서..","칠갑산 얼음분수 축제가보신분~~?? 지인이 티켓을줘서 가볼까하는데..
요번주가 끝이라..

13살
8살
3살
아들들델고갈껀데
혹시 즐겁게
즐길수있는 팁있으실까요?

막내가어려서 유모차는가져갈까생각중이에요..
썰매탈껀데 눈이마니녹았을까요?
후기보니 좀녹았다는말이있어서.."
1007,2019년 제22회 제주들불축제,"안녕하세요  
여기는 제주도입니다
제주도 축제정보를 알려드려요
 2019년 제22회 제주들불축제
2019. 3. 7.(목) ~ 3. 10.(일)까지 4일간 
새별오름 일대에서 개최됩니다
여행하시는분들 참고하세요
             ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
                   ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
   ","2019년 제22회 제주들불축제 안녕하세요  
여기는 제주도입니다
제주도 축제정보를 알려드려요
 2019년 제22회 제주들불축제
2019. 3. 7.(목) ~ 3. 10.(일)까지 4일간 
새별오름 일대에서 개최됩니다
여행하시는분들 참고하세요
             ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
                   ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
   "
1008,수미마을 물맑은양평 빙어축제 완전 신나요~ ^^!,"지난 주말 온 가족 아침 일찍 준비해서 #수미마을 고고~~ ^^
아이들도 눈썰매타고 빙어 잡으러 간다고 눈번뜩~ 일찍 일어나더라구여?!
방학의 마지막 주말 #묽맑은양평 #빙어축제 다녀왔는데요.
완전 신나고 재미있는 #겨울체험 총집합~ 아이들 정말 좋아해요!




 



저희 가족은 이날 풀패키지(F)로 즐겨보았어요!
풀패키지 일정은요.
[체험지도사로부터 예약확인 및 티켓배부 - 안내사항을 전달 - 빙어낚시 - 간식(바베큐 한꼬치+군밤)
- 눈썰매 - 점심식사(한식뷔폐) - 네바퀴 모터싸이클 타기 - 연날리기 - 수미찐빵만들기 -
 달고나 - 옛날썰매타기]
9시부터~ 4시 정도까지 진행되는 일정이랍니다.
하루종일 신나게 놀 수 있는 패키지에요!



 



참! 빙어낚시장으로 들어가기전에 빙어야놀자 코너에서는
아이들이 미리 빙어를 보고 잡아볼 수 있답니다.
뜰채로 빙어를 잡아보기!
완전 초집중 하는 아이들이에요~ ㅎㅎ




 



겨울이니 춥지만 밖에서 활동하는거 아이들 참 좋아하잖아요?!
이렇게 빙어도 낚아보고 하면 정말 좋아하더라구요?!
우글우글~~ 빙어 정말 많지요?!ㅋㅋ




 

 


이날은 울 꼬맹이 아가씨에게 운이 갔나봐요~
어찌나 잘 잡던지요?! ㅎㅎㅎ
우리집 일등공신이었답니다.




 

초반에 울 딸램이 거의 다 잡은거에요~ ^^
이 날 운은 울 딸램에게 다 갔는지 정말 잘 잡더라구여!?
저도 몇마리 잡았는데 역시 낚시는 건질때 기쁨이 크더라구여?! ^^
재미있게 잡고 저희는 가져오지 않고 빙어들 있는데다 풀어줬어요.
다른분들은 통을 구입하셔서 가득~ 가져가시더라구요?!^^





간식타임이에요~ !!
추운곳에서 신나게 빙어잡이 하고 난 뒤 꿀맛이었답니다.
바베큐 한꼬치랑 군밤인데요~
패키지에 포함된 간식~^^




 




그리고 조금만 위로 올라가면 본격적인 눈썰매를 즐길 수 있는 눈썰매장이 보이는데요! ^^
지난번 왔을때 정말 신나서 여러번 타고 또 타고 신나게 즐겼는데요.
프리패키지라 시간을 정해주시는데 저희는 간식타임을 넘 소비해서 시간이 좀 부족해서 아쉬웠네요.
간식을 빨리 먹고 눈썰매 타러 갔어야 하는건데......
넘 오래 쉬어 버렸다는요~ ^^;



 



아이들은 역시 야외 나와야 정말 밝아요~ ^^
신나서 하하호호~~ 집에서 방학숙제 할때랑은 또 다른~ ㅋㅋㅋ
올겨울 요런데 많이 못나갔는데 수미마을에서 스트레스 팍팍 날리고 왔어요! ^^



 



한식뷔페의 메뉴는 엄마집밥 같은 느낌이에요! ^^
접시 하나에 밥이랑 반찬들 담고 맛있는 소고기무국까지 먹을 수 있답니다.
빙어튀김과 빙어초무침~ 그리고 지평막걸리도 한잔씩할수 있어요~ ^^






 



""아빠 달려""
피곤한 아빠는 마구마구 달려봅니다.
야외 나오면 별수있나요?! ㅎㅎ
아이들과 신나게 놀아줘야져?!
집에가서는 쓰러져도요~ ㅎㅎㅎㅎㅎ





 




네바퀴 자동차 신나게 타고~연날리기!
아빠와 함께 신나게 연 날리느라 정신 없는 아이들~ ^^
야외 나와서 즐겁게 노는 모습 보니 넘 보기 좋더라구여?!
빙어축제라고 빙어만 잡는거 아니에요~ ㅎㅎ
체험거리 정말 많답니다~ ^^!




 




그리고 수미찐빵 만들기 체험도 할수 있어요!
이렇게 팥소랑 발효된 찐빵반죽이랑 나눠주시는데요.
다 만든 다음에는 여기에서 직접 쪄서 포장해주시는데
네박스 정도 포장해서 주신답니다.
요거 집에 갈때 출출할 무렵 간식으로 먹었더니 딱 좋더라구여?!
그리고 달고나도 만들고~ 송어도 잡고~ 정말 재미있는 하루 보냈어요! ^^
묽맑은양평 빙어축제!
하루종일 너무 신나는 체험과 함께 이렇게 맛있는 음식, 간식까지 아주 알차게 놀고가네요!
풀패키지(F) 체험 완전 완전 강추!!!","수미마을 물맑은양평 빙어축제 완전 신나요~ ^^! 지난 주말 온 가족 아침 일찍 준비해서 #수미마을 고고~~ ^^
아이들도 눈썰매타고 빙어 잡으러 간다고 눈번뜩~ 일찍 일어나더라구여?!
방학의 마지막 주말 #묽맑은양평 #빙어축제 다녀왔는데요.
완전 신나고 재미있는 #겨울체험 총집합~ 아이들 정말 좋아해요!




 



저희 가족은 이날 풀패키지(F)로 즐겨보았어요!
풀패키지 일정은요.
[체험지도사로부터 예약확인 및 티켓배부 - 안내사항을 전달 - 빙어낚시 - 간식(바베큐 한꼬치+군밤)
- 눈썰매 - 점심식사(한식뷔폐) - 네바퀴 모터싸이클 타기 - 연날리기 - 수미찐빵만들기 -
 달고나 - 옛날썰매타기]
9시부터~ 4시 정도까지 진행되는 일정이랍니다.
하루종일 신나게 놀 수 있는 패키지에요!



 



참! 빙어낚시장으로 들어가기전에 빙어야놀자 코너에서는
아이들이 미리 빙어를 보고 잡아볼 수 있답니다.
뜰채로 빙어를 잡아보기!
완전 초집중 하는 아이들이에요~ ㅎㅎ




 



겨울이니 춥지만 밖에서 활동하는거 아이들 참 좋아하잖아요?!
이렇게 빙어도 낚아보고 하면 정말 좋아하더라구요?!
우글우글~~ 빙어 정말 많지요?!ㅋㅋ




 

 


이날은 울 꼬맹이 아가씨에게 운이 갔나봐요~
어찌나 잘 잡던지요?! ㅎㅎㅎ
우리집 일등공신이었답니다.




 

초반에 울 딸램이 거의 다 잡은거에요~ ^^
이 날 운은 울 딸램에게 다 갔는지 정말 잘 잡더라구여!?
저도 몇마리 잡았는데 역시 낚시는 건질때 기쁨이 크더라구여?! ^^
재미있게 잡고 저희는 가져오지 않고 빙어들 있는데다 풀어줬어요.
다른분들은 통을 구입하셔서 가득~ 가져가시더라구요?!^^





간식타임이에요~ !!
추운곳에서 신나게 빙어잡이 하고 난 뒤 꿀맛이었답니다.
바베큐 한꼬치랑 군밤인데요~
패키지에 포함된 간식~^^




 




그리고 조금만 위로 올라가면 본격적인 눈썰매를 즐길 수 있는 눈썰매장이 보이는데요! ^^
지난번 왔을때 정말 신나서 여러번 타고 또 타고 신나게 즐겼는데요.
프리패키지라 시간을 정해주시는데 저희는 간식타임을 넘 소비해서 시간이 좀 부족해서 아쉬웠네요.
간식을 빨리 먹고 눈썰매 타러 갔어야 하는건데......
넘 오래 쉬어 버렸다는요~ ^^;



 



아이들은 역시 야외 나와야 정말 밝아요~ ^^
신나서 하하호호~~ 집에서 방학숙제 할때랑은 또 다른~ ㅋㅋㅋ
올겨울 요런데 많이 못나갔는데 수미마을에서 스트레스 팍팍 날리고 왔어요! ^^



 



한식뷔페의 메뉴는 엄마집밥 같은 느낌이에요! ^^
접시 하나에 밥이랑 반찬들 담고 맛있는 소고기무국까지 먹을 수 있답니다.
빙어튀김과 빙어초무침~ 그리고 지평막걸리도 한잔씩할수 있어요~ ^^






 



""아빠 달려""
피곤한 아빠는 마구마구 달려봅니다.
야외 나오면 별수있나요?! ㅎㅎ
아이들과 신나게 놀아줘야져?!
집에가서는 쓰러져도요~ ㅎㅎㅎㅎㅎ





 




네바퀴 자동차 신나게 타고~연날리기!
아빠와 함께 신나게 연 날리느라 정신 없는 아이들~ ^^
야외 나와서 즐겁게 노는 모습 보니 넘 보기 좋더라구여?!
빙어축제라고 빙어만 잡는거 아니에요~ ㅎㅎ
체험거리 정말 많답니다~ ^^!




 




그리고 수미찐빵 만들기 체험도 할수 있어요!
이렇게 팥소랑 발효된 찐빵반죽이랑 나눠주시는데요.
다 만든 다음에는 여기에서 직접 쪄서 포장해주시는데
네박스 정도 포장해서 주신답니다.
요거 집에 갈때 출출할 무렵 간식으로 먹었더니 딱 좋더라구여?!
그리고 달고나도 만들고~ 송어도 잡고~ 정말 재미있는 하루 보냈어요! ^^
묽맑은양평 빙어축제!
하루종일 너무 신나는 체험과 함께 이렇게 맛있는 음식, 간식까지 아주 알차게 놀고가네요!
풀패키지(F) 체험 완전 완전 강추!!!"
1009,연천 구석기 겨울 축제,"    개학을 하루 앞두고 겨울을 만끽 하고 왔네요.아이들이 너무 좋아 합니다.^^설 연휴 마직막 날까지 개장 하니 아이들과 즐거운 추억 만들어 보세요.~~^^
             ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
                  ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
   ","연천 구석기 겨울 축제     개학을 하루 앞두고 겨울을 만끽 하고 왔네요.아이들이 너무 좋아 합니다.^^설 연휴 마직막 날까지 개장 하니 아이들과 즐거운 추억 만들어 보세요.~~^^
             ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
                  ★ 잠깐! 게시글 작성 전, 필독 공지! ★
- 카페규정 : http://cafe.naver.com/imsanbu/28123090 
- 게시판별 운영 정책 : http://cafe.naver.com/imsanbu/35756864
   "
